Town,County,Year,Total,Single,Multifamily,Duplex,TripQuad,QuintPlus
PHIPPSBURG TOWN,Sagadahoc County,1991,10,10,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,1992,13,13,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,1993,26,26,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,1994,32,32,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,1995,29,29,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,1996,20,20,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,1997,17,17,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,1998,17,17,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,1999,18,18,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,2000,17,17,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,2001,18,18,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,2002,20,20,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,2003,20,20,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,2004,20,20,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,2005,20,20,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,2006,18,18,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,2007,15,15,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,2008,11,11,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,2009,16,16,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,2010,16,16,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,2011,11,11,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,2012,12,12,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,2013,8,8,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,2014,12,12,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,2015,9,9,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,2016,10,10,0,0,0,0
PHIPPSBURG TOWN,Sagadahoc County,2017,9,9,0,0,0,0
WEST BATH TOWN,Sagadahoc County,1980,13,13,0,0,0,0
WEST BATH TOWN,Sagadahoc County,1981,8,8,0,0,0,0
WEST BATH TOWN,Sagadahoc County,1982,24,24,0,0,0,0
WEST BATH TOWN,Sagadahoc County,1983,13,13,0,0,0,0
WEST BATH TOWN,Sagadahoc County,1984,41,41,0,0,0,0
WEST BATH TOWN,Sagadahoc County,1985,15,15,0,0,0,0
WEST BATH TOWN,Sagadahoc County,1986,15,15,0,0,0,0
WEST BATH TOWN,Sagadahoc County,1987,31,31,0,0,0,0
WEST BATH TOWN,Sagadahoc County,1988,25,25,0,0,0,0
WEST BATH TOWN,Sagadahoc County,1989,22,22,0,0,0,0
WEST BATH TOWN,Sagadahoc County,1990,35,35,0,0,0,0
WEST BATH TOWN,Sagadahoc County,1991,12,12,0,0,0,0
WEST BATH TOWN,Sagadahoc County,1992,26,26,0,0,0,0
WEST BATH TOWN,Sagadahoc County,1993,26,26,0,0,0,0
WEST BATH TOWN,Sagadahoc County,1994,52,52,0,0,0,0
WEST BATH TOWN,Sagadahoc County,1995,12,12,0,0,0,0
WEST BATH TOWN,Sagadahoc County,1996,7,7,0,0,0,0
WEST BATH TOWN,Sagadahoc County,1997,1,1,0,0,0,0
WEST BATH TOWN,Sagadahoc County,1998,3,3,0,0,0,0
WEST BATH TOWN,Sagadahoc County,1999,2,2,0,0,0,0
WEST BATH TOWN,Sagadahoc County,2000,1,1,0,0,0,0
WEST BATH TOWN,Sagadahoc County,2001,0,0,0,0,0,0
WEST BATH TOWN,Sagadahoc County,2002,0,0,0,0,0,0
WEST BATH TOWN,Sagadahoc County,2003,6,6,0,0,0,0
WEST BATH TOWN,Sagadahoc County,2004,3,3,0,0,0,0
WEST BATH TOWN,Sagadahoc County,2005,9,9,0,0,0,0
WEST BATH TOWN,Sagadahoc County,2006,14,14,0,0,0,0
WEST BATH TOWN,Sagadahoc County,2007,11,11,0,0,0,0
WEST BATH TOWN,Sagadahoc County,2008,10,10,0,0,0,0
WEST BATH TOWN,Sagadahoc County,2009,15,15,0,0,0,0
WEST BATH TOWN,Sagadahoc County,2010,14,14,0,0,0,0
WEST BATH TOWN,Sagadahoc County,2011,5,5,0,0,0,0
WEST BATH TOWN,Sagadahoc County,2012,6,6,0,0,0,0
WEST BATH TOWN,Sagadahoc County,2013,5,5,0,0,0,0
WEST BATH TOWN,Sagadahoc County,2014,7,7,0,0,0,0
WEST BATH TOWN,Sagadahoc County,2015,5,5,0,0,0,0
WEST BATH TOWN,Sagadahoc County,2016,6,6,0,0,0,0
WEST BATH TOWN,Sagadahoc County,2017,6,6,0,0,0,0
BUXTON TOWN,York County,1980,44,44,0,0,0,0
BUXTON TOWN,York County,1981,36,36,0,0,0,0
BUXTON TOWN,York County,1982,28,28,0,0,0,0
BUXTON TOWN,York County,1983,45,45,0,0,0,0
BUXTON TOWN,York County,1984,54,54,0,0,0,0
BUXTON TOWN,York County,1985,39,39,0,0,0,0
BUXTON TOWN,York County,1986,38,36,2,2,0,0
BUXTON TOWN,York County,1987,51,47,4,4,0,0
BUXTON TOWN,York County,1988,48,44,4,4,0,0
BUXTON TOWN,York County,1989,43,43,0,0,0,0
BUXTON TOWN,York County,1990,23,23,0,0,0,0
BUXTON TOWN,York County,1991,18,18,0,0,0,0
BUXTON TOWN,York County,1992,40,40,0,0,0,0
BUXTON TOWN,York County,1993,48,48,0,0,0,0
BUXTON TOWN,York County,1994,37,35,2,2,0,0
BUXTON TOWN,York County,1995,35,35,0,0,0,0
BUXTON TOWN,York County,1996,36,32,4,4,0,0
BUXTON TOWN,York County,1997,45,45,0,0,0,0
BUXTON TOWN,York County,1998,50,50,0,0,0,0
BUXTON TOWN,York County,1999,42,42,0,0,0,0
BUXTON TOWN,York County,2000,42,42,0,0,0,0
BUXTON TOWN,York County,2001,44,42,2,2,0,0
BUXTON TOWN,York County,2002,41,41,0,0,0,0
BUXTON TOWN,York County,2003,82,80,2,2,0,0
BUXTON TOWN,York County,2004,76,68,8,8,0,0
BUXTON TOWN,York County,2005,58,50,8,8,0,0
BUXTON TOWN,York County,2006,33,33,0,0,0,0
BUXTON TOWN,York County,2007,23,23,0,0,0,0
BUXTON TOWN,York County,2008,13,13,0,0,0,0
BUXTON TOWN,York County,2009,16,14,2,2,0,0
BUXTON TOWN,York County,2010,12,12,0,0,0,0
BUXTON TOWN,York County,2011,10,10,0,0,0,0
BUXTON TOWN,York County,2012,15,15,0,0,0,0
BUXTON TOWN,York County,2013,21,21,0,0,0,0
BUXTON TOWN,York County,2014,19,19,0,0,0,0
BUXTON TOWN,York County,2015,24,24,0,0,0,0
BUXTON TOWN,York County,2016,23,23,0,0,0,0
BUXTON TOWN,York County,2017,22,22,0,0,0,0
